Close,High,Low,Open,Volume,Ticker,Date
170.589599609375,171.79369351311453,169.5515963619706,171.37849221415277,121465900,SPY,2015-01-02
94.78441619873047,95.94458562666526,94.32402949797883,95.53945010696543,31314600,QQQ,2015-01-02
102.9698257446289,104.38108053919706,102.06939092775079,103.95683943503393,46133100,IWM,2015-01-02
142.2588653564453,143.29018478257106,141.49136246796868,142.82648689981045,4997200,DIA,2015-01-02
101.59318542480469,102.77933633165499,101.11699837289744,102.36375514473754,51141900,IWM,2015-01-05
167.50885009765625,169.7094124002523,167.20160512320268,169.54333437814066,169632600,SPY,2015-01-05
93.39405822753906,94.48057125996067,93.12703306428055,94.37007590880198,36521300,QQQ,2015-01-05
139.7805938720703,141.67536317415122,139.4768008245769,141.55543427201462,6700200,DIA,2015-01-05
92.14179992675781,93.68869962165613,91.72745467944061,93.53216981933133,66205500,QQQ,2015-01-06
99.83561706542969,101.96548899135634,99.01310788542698,101.83562398807285,67446000,IWM,2015-01-06
165.9310760498047,168.33923884704024,165.13388387080252,167.8160810836032,209151400,SPY,2015-01-06
138.62127685546875,140.34014703374456,137.76584305388158,139.98838750165427,10131400,DIA,2015-01-06
93.32959747314453,93.55058113420557,92.52852204250036,92.74951272850532,37577400,QQQ,2015-01-07
101.06507110595703,101.09104410925987,99.98281859803792,100.48497874149813,32252100,IWM,2015-01-07
167.998779296875,168.33924746737,166.8113094395579,167.2597213519378,125346700,SPY,2015-01-07
140.38015747070312,140.54005042402304,139.30087088650592,139.7885523235144,5547000,DIA,2015-01-07
95.11591339111328,95.30006529668447,94.02019058561348,94.1214762411611,40212600,QQQ,2015-01-08
102.77934265136719,102.90055438879986,101.68843040892892,101.8702546206222,28361700,IWM,2015-01-08
142.91445922851562,143.07436433751852,141.67528002707266,141.7152441052763,7166700,DIA,2015-01-08
170.9799041748047,171.19581697776195,169.3938447097477,169.41044364002198,147217800,SPY,2015-01-08
169.60975646972656,171.41172886127893,168.99525389209222,171.39511725892663,158567300,SPY,2015-01-09
141.6832275390625,143.15426138409524,141.21153932772754,143.09030179965336,6646600,DIA,2015-01-09
94.48979187011719,95.43818757931022,93.93732207549053,95.41056549456795,41410100,QQQ,2015-01-09
101.79231262207031,102.89187795043262,101.56720231499983,102.86590495452896,26975200,IWM,2015-01-09
140.89988708496094,142.01116007035145,140.27629575209752,141.85925742790036,4305300,DIA,2015-01-12
168.28109741210938,169.90039276888027,167.67490700581124,169.7426142329127,144396100,SPY,2015-01-12
93.50455474853516,94.77521969050746,93.26515166383504,94.67393404024759,34129800,QQQ,2015-01-12
101.45470428466797,102.17332171175521,100.63219481885267,101.90491853209866,27316800,IWM,2015-01-12
167.8077392578125,170.63110269847795,166.50400124658853,169.50175478802444,214553300,SPY,2015-01-13
93.4769058227539,95.41053544506089,92.72187196949967,94.41609855786467,56162300,QQQ,2015-01-13
140.6918487548828,143.13025413320895,139.6685199730019,142.0829420360528,9913500,DIA,2015-01-13
101.53258514404297,103.36808753625414,100.2771750406889,102.24254243248936,49991400,IWM,2015-01-13
139.1569366455078,139.6845942870233,137.8457951175002,138.6612649090197,11090600,DIA,2015-01-14
92.9613037109375,93.44010992668221,92.14181575220215,92.53774868928346,51354200,QQQ,2015-01-14
166.7947235107422,166.9940247641113,164.89310648474734,165.7899304475522,192991100,SPY,2015-01-14
