Date,Close,High,Low,Open,Volume,log_ret,rsi,macd,bb_width,sma_20
2023-08-21,10.130000114440918,10.140000343322754,10.130000114440918,10.140000343322754,1800,-0.0004934729294522562,62.59373709488509,0.010603647618077972,0.38365152383396495,10.12084994316101
2023-08-22,10.145000457763672,10.145000457763672,10.130000114440918,10.130000114440918,13600,0.0014796888420539388,70.1526232085591,0.011303191043717575,0.3883491174326138,10.123099946975708
2023-08-23,10.140000343322754,10.199999809265137,10.140000343322754,10.149999618530272,27600,-0.000492986378577491,65.40793837733867,0.011323585555199855,0.39516529869186684,10.124599981307984
2023-08-24,10.140000343322754,10.170000076293944,10.130000114440918,10.170000076293944,19000,0.0,65.40793837733867,0.011210520451031769,0.4140276766101116,10.125600004196167
2023-08-25,10.170000076293944,10.170000076293944,10.140000343322754,10.140000343322754,1500,0.0029541855410349597,76.47790419981524,0.013387322552864234,0.5403999286007071,10.128600025177002
2023-08-28,10.140000343322754,10.149999618530272,10.140000343322754,10.149999618530272,200,-0.002954185541034905,56.87649340174242,0.012547091112974584,0.5211504728764916,10.130100059509278
2023-08-29,10.170000076293944,10.170000076293944,10.170000076293944,10.170000076293944,200,0.0029541855410349597,66.20460213029301,0.014138944425713618,0.6146740435251591,10.13260006904602
2023-08-30,10.15999984741211,10.170000076293944,10.15999984741211,10.164999961853027,8800,-0.0009837904304887389,61.43407786278788,0.01442725631918762,0.6357013217525046,10.134850072860718
2023-08-31,10.164999961853027,10.164999961853027,10.164999961853027,10.164999961853027,900,0.0004920161956910528,62.87454834434834,0.014887598056436246,0.6440591383182137,10.137600088119507
2023-09-01,10.164999961853027,10.164999961853027,10.164999961853027,10.164999961853027,0,0.0,62.87454834434834,0.015078605422582214,0.6641252993121423,10.139850091934203
2023-09-05,10.18000030517578,10.18000030517578,10.18000030517578,10.18000030517578,300,0.0014745977728171508,67.14429454636827,0.01625302769334347,0.7221630481687682,10.142850112915038
2023-09-06,10.170000076293944,10.170000076293944,10.170000076293944,10.170000076293944,800,-0.0009828235380194472,62.0230353616534,0.016190200357145912,0.6932823506679056,10.145850133895873
2023-09-07,10.170000076293944,10.17099952697754,10.170000076293944,10.17099952697754,8200,0.0,62.0230353616534,0.015956472952920464,0.7006838852594278,10.148000144958496
2023-09-08,10.170000076293944,10.170000076293944,10.170000076293944,10.170000076293944,700,0.0,62.0230353616534,0.015591513044164174,0.7049655114317338,10.150000143051148
2023-09-11,10.170000076293944,10.18000030517578,10.170000076293944,10.170000076293944,785400,0.0,62.0230353616534,0.015127894733382163,0.7004073855839471,10.152000141143798
2023-09-12,10.170000076293944,10.170000076293944,10.166000366210938,10.170000076293944,168900,0.0,62.0230353616534,0.01459226335332886,0.6868442237485921,10.15400013923645
2023-09-13,10.170000076293944,10.170000076293944,10.170000076293944,10.170000076293944,700,0.0,62.0230353616534,0.014006315538718894,0.6637352491251186,10.156000137329102
2023-09-14,10.1899995803833,10.199999809265137,10.170000076293944,10.170000076293944,94900,0.001964588493037398,69.32268985646915,0.014983025519713422,0.6808349109054945,10.15900011062622
2023-09-15,10.199999809265137,10.210000038146973,10.199999809265137,10.199999809265137,159400,0.0009808955353600897,72.20009348233818,0.01637524646383426,0.7136561639279542,10.162500095367431
2023-09-18,10.210000038146973,10.210000038146973,10.20699977874756,10.20699977874756,800,0.0009799343220817283,74.75056168998033,0.0180771444195873,0.7767025999520955,10.166250085830688
2023-09-19,10.199999809265137,10.220000267028809,10.199999809265137,10.220000267028809,129000,-0.0009799343220816196,68.02920901878679,0.018406793853952053,0.7552237841402324,10.169750070571899
2023-09-20,10.210000038146973,10.229999542236328,10.210000038146973,10.229999542236328,2200,0.0009799343220817283,70.85174488052053,0.019253041226390266,0.7947024389333097,10.173000049591064
2023-09-21,10.220000267028809,10.220000267028809,10.220000267028809,10.220000267028809,200,0.0009789749908110823,73.38243566283099,0.020494386728403313,0.832377255677847,10.177000045776367
2023-09-22,10.220000267028809,10.220000267028809,10.220000267028809,10.220000267028809,300,0.0,73.38243566283099,0.021233396603445698,0.8394401194720831,10.18100004196167
2023-09-25,10.1899995803833,10.220000267028809,10.1899995803833,10.210000038146973,73500,-0.0029398048482528554,56.358000275609584,0.01917719974631993,0.8365948055183363,10.182000017166137
2023-09-26,10.218000411987305,10.218000411987305,10.199999809265137,10.199999809265137,43700,0.002744105172996473,64.61040633913264,0.019581360288249527,0.7998860034643941,10.185900020599366
